number,name,unigene,ligandid,ligandname,smiles,cas,nsc,hotligand,species,source,kinote,kival,reference,link
4964,5-HT2A,HTR2A,918,HALOPERIDOL,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,52-86-8,170973.0,3H-KETANSERIN,RAT,CLONED,,549.54,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4965,5-HT2A,HTR2A,1014,KETANSERIN,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,74050-98-9,,3H-KETANSERIN,RAT,CLONED,,0.89,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4966,5-HT2A,HTR2A,1079,LISURIDE,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,18016-80-3,,3H-KETANSERIN,RAT,CLONED,,2.04,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4967,5-HT2A,HTR2A,1168,mCPP,C1CN(CCN1)C2=CC(=CC=C2)Cl,93-65-2,60282.0,3H-KETANSERIN,RAT,CLONED,,371.53,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4968,5-HT2A,HTR2A,1206,MESULERGINE,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)NS(=O)(=O)N(C)C,64795-35-3,,3H-KETANSERIN,RAT,CLONED,,3.8,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4969,5-HT2A,HTR2A,1209,METERGOLINE,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,17692-51-2,,3H-KETANSERIN,RAT,CLONED,,0.18,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4970,5-HT2A,HTR2A,1219,METHIOTHEPIN,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC,19728-88-2,,3H-KETANSERIN,RAT,CLONED,,0.25,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4971,5-HT2A,HTR2A,1230,METHYSERGIDE,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,361-37-5,,3H-KETANSERIN,RAT,CLONED,,1.07,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4972,5-HT2A,HTR2A,1235,MIANSERIN,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,24219-97-4,,3H-KETANSERIN,RAT,CLONED,,2.08,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4973,5-HT2A,HTR2A,1361,NORFLUOXETINE,C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F,4541,,3H-KETANSERIN,RAT,CLONED,,117.48,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4974,5-HT2A,HTR2A,1428,OXYMETAZOLINE,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,1491-59-4,,3H-KETANSERIN,RAT,CLONED,,223.87,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4975,5-HT2A,HTR2A,1439,PAROXETINE,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,61869-08-7,,3H-KETANSERIN,RAT,CLONED,,5495.4,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4976,5-HT2A,HTR2A,1602,RITANSERIN,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3,87051-43-2,,3H-KETANSERIN,RAT,CLONED,,0.29,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4977,5-HT2A,HTR2A,1991,"ZACOPRIDE,S",COC1=CC(=C(C=C1C(=O)NC2CN3CCC2CC3)Cl)N,,,3H-KETANSERIN,RAT,CLONED,,707.94,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4978,5-HT2A,HTR2A,1704,SER-084,,,,3H-KETANSERIN,RAT,CLONED,,245.47,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4979,5-HT2A,HTR2A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-KETANSERIN,RAT,CLONED,,120.22,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4980,5-HT2A,HTR2A,1739,SPIPERONE,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,749-02-0,170983.0,3H-KETANSERIN,RAT,CLONED,,0.42,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4981,5-HT2A,HTR2A,1788,SUMATRIPTAN,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,103628-46-2,,3H-KETANSERIN,RAT,CLONED,>,10000.0,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4982,5-HT2A,HTR2A,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-KETANSERIN,RAT,CLONED,,416.86,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4983,5-HT2A,HTR2A,1987,YOHIMBINE,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,146-48-5,,3H-KETANSERIN,RAT,CLONED,>,10000.0,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4984,5-HT2C,HTR2C,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-MESULERGINE,RAT,CLONED,,63.09,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4985,5-HT2C,HTR2C,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-MESULERGINE,RAT,CLONED,,6025.59,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4986,5-HT2C,HTR2C,552,CLOZAPINE,CN1CCN(CC1)C2=C3C=CC=CC3=NC4=C(N2)C=C(C=C4)Cl,5786-21-0,,3H-MESULERGINE,RAT,CLONED,,17.37,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4987,5-HT2C,HTR2C,606,CYPROHEPTADINE,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,129-03-3,,3H-MESULERGINE,RAT,CLONED,,6.3,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4988,5-HT2C,HTR2C,736,DP-5-CT,CCCN(CCC)CCC1=CNC2=C1C=C(C=C2)C(=O)N,156314,,3H-MESULERGINE,RAT,CLONED,>,10000.0,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4989,5-HT2C,HTR2C,797,ERGOTAMINE,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C,113-15-5,95090.0,3H-MESULERGINE,RAT,CLONED,,2.45,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4990,5-HT2C,HTR2C,830,FLUOXETINE,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,54910-89-3,,3H-MESULERGINE,RAT,CLONED,,23.98,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4991,5-HT2C,HTR2C,880,GR 113808,CN1C=C(C2=CC=CC=C21)C(=O)OCC3CCN(CC3)CCNS(=O)(=O)C,119376,,3H-MESULERGINE,RAT,CLONED,>,10000.0,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4992,5-HT2C,HTR2C,918,HALOPERIDOL,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,52-86-8,170973.0,3H-MESULERGINE,RAT,CLONED,>,10000.0,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4993,5-HT2C,HTR2C,1014,KETANSERIN,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,74050-98-9,,3H-MESULERGINE,RAT,CLONED,,48.97,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4994,5-HT2C,HTR2C,1079,LISURIDE,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,18016-80-3,,3H-MESULERGINE,RAT,CLONED,,15.84,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4995,5-HT2C,HTR2C,1168,mCPP,C1CN(CCN1)C2=CC(=CC=C2)Cl,93-65-2,60282.0,3H-MESULERGINE,RAT,CLONED,,114.81,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4996,5-HT2C,HTR2C,1206,MESULERGINE,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)NS(=O)(=O)N(C)C,64795-35-3,,3H-MESULERGINE,RAT,CLONED,,1.9,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4997,5-HT2C,HTR2C,1209,METERGOLINE,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,17692-51-2,,3H-MESULERGINE,RAT,CLONED,,1.99,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4998,5-HT2C,HTR2C,1219,METHIOTHEPIN,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC,19728-88-2,,3H-MESULERGINE,RAT,CLONED,,2.45,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
4999,5-HT2C,HTR2C,1230,METHYSERGIDE,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,361-37-5,,3H-MESULERGINE,RAT,CLONED,,1.02,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5000,5-HT2C,HTR2C,1235,MIANSERIN,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,24219-97-4,,3H-MESULERGINE,RAT,CLONED,,2.13,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5001,5-HT2C,HTR2C,1361,NORFLUOXETINE,C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F,4541,,3H-MESULERGINE,RAT,CLONED,,30.9,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5002,5-HT2C,HTR2C,1428,OXYMETAZOLINE,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,1491-59-4,,3H-MESULERGINE,RAT,CLONED,,645.65,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5003,5-HT2C,HTR2C,1439,PAROXETINE,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,61869-08-7,,3H-MESULERGINE,RAT,CLONED,>,10000.0,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5004,5-HT2C,HTR2C,1602,RITANSERIN,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3,87051-43-2,,3H-MESULERGINE,RAT,CLONED,,2.69,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5005,5-HT2C,HTR2C,1991,"ZACOPRIDE,S",COC1=CC(=C(C=C1C(=O)NC2CN3CCC2CC3)Cl)N,,,3H-MESULERGINE,RAT,CLONED,,3388.44,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5006,5-HT2C,HTR2C,1704,SER-084,,,,3H-MESULERGINE,RAT,CLONED,,54.95,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5007,5-HT2C,HTR2C,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-MESULERGINE,RAT,CLONED,,87.09,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5008,5-HT2C,HTR2C,1739,SPIPERONE,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(=O)C4=CC=C(C=C4)F,749-02-0,170983.0,3H-MESULERGINE,RAT,CLONED,,870.96,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5009,5-HT2C,HTR2C,1788,SUMATRIPTAN,CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,103628-46-2,,3H-MESULERGINE,RAT,CLONED,>,10000.0,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5010,5-HT2C,HTR2C,1920,TRYPTAMINE,C1=CC=C2C(=C1)C(=CN2)CCN,61-54-1,165212.0,3H-MESULERGINE,RAT,CLONED,,56.23,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5011,5-HT2C,HTR2C,1987,YOHIMBINE,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,146-48-5,,3H-MESULERGINE,RAT,CLONED,>,10000.0,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5012,5-HT2A,HTR2A,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-KETANSERIN,HUMAN,CLONED,,61.65,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5013,5-HT2A,HTR2A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-KETANSERIN,HUMAN,CLONED,,138.03,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5014,5-HT2A,HTR2A,540,CLOFLUPEROL,C1CN(CCC1(C2=CC(=C(C=C2)Cl)C(F)(F)F)O)CCCC(=O)C3=CC=C(C=C3)F,10457-91-7,,3H-KETANSERIN,HUMAN,CLONED,,4.46,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5015,5-HT2A,HTR2A,606,CYPROHEPTADINE,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,129-03-3,,3H-KETANSERIN,HUMAN,CLONED,,0.46,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5016,5-HT2A,HTR2A,736,DP-5-CT,CCCN(CCC)CCC1=CNC2=C1C=C(C=C2)C(=O)N,156314,,3H-KETANSERIN,HUMAN,CLONED,,512.86,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5017,5-HT2A,HTR2A,797,ERGOTAMINE,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C,113-15-5,95090.0,3H-KETANSERIN,HUMAN,CLONED,,0.64,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5018,5-HT2A,HTR2A,830,FLUOXETINE,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F,54910-89-3,,3H-KETANSERIN,HUMAN,CLONED,,147.91,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5019,5-HT2A,HTR2A,880,GR 113808,CN1C=C(C2=CC=CC=C21)C(=O)OCC3CCN(CC3)CCNS(=O)(=O)C,119376,,3H-KETANSERIN,HUMAN,CLONED,>,10000.0,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5020,5-HT2A,HTR2A,918,HALOPERIDOL,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,52-86-8,170973.0,3H-KETANSERIN,HUMAN,CLONED,,75.85,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5021,5-HT2A,HTR2A,1014,KETANSERIN,C1CN(CCC1C(=O)C2=CC=C(C=C2)F)CCN3C(=O)C4=CC=CC=C4NC3=O,74050-98-9,,3H-KETANSERIN,HUMAN,CLONED,,1.34,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5022,5-HT2A,HTR2A,1079,LISURIDE,CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,18016-80-3,,3H-KETANSERIN,HUMAN,CLONED,,0.74,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5023,5-HT2A,HTR2A,1168,mCPP,C1CN(CCN1)C2=CC(=CC=C2)Cl,93-65-2,60282.0,3H-KETANSERIN,HUMAN,CLONED,,112.2,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5024,5-HT2A,HTR2A,1206,MESULERGINE,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)NS(=O)(=O)N(C)C,64795-35-3,,3H-KETANSERIN,HUMAN,CLONED,,19.49,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5025,5-HT2A,HTR2A,1209,METERGOLINE,CN1CC(CC2C1CC3=CN(C4=CC=CC2=C34)C)CNC(=O)OCC5=CC=CC=C5,17692-51-2,,3H-KETANSERIN,HUMAN,CLONED,,0.12,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5026,5-HT2A,HTR2A,1219,METHIOTHEPIN,CN1CCN(CC1)C2CC3=CC=CC=C3SC4=C2C=C(C=C4)SC,19728-88-2,,3H-KETANSERIN,HUMAN,CLONED,,0.1,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5027,5-HT2A,HTR2A,1230,METHYSERGIDE,CCC(CO)NC(=O)C1CN(C2CC3=CN(C4=CC=CC(=C34)C2=C1)C)C,361-37-5,,3H-KETANSERIN,HUMAN,CLONED,,2.45,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5028,5-HT2A,HTR2A,1235,MIANSERIN,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42,24219-97-4,,3H-KETANSERIN,HUMAN,CLONED,,4.07,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5029,5-HT2A,HTR2A,1361,NORFLUOXETINE,C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F,4541,,3H-KETANSERIN,HUMAN,CLONED,,295.12,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5030,5-HT2A,HTR2A,1428,OXYMETAZOLINE,CC1=CC(=C(C(=C1CC2=NCCN2)C)O)C(C)(C)C,1491-59-4,,3H-KETANSERIN,HUMAN,CLONED,,257.03,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5031,5-HT2A,HTR2A,1439,PAROXETINE,C1CNCC(C1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,61869-08-7,,3H-KETANSERIN,HUMAN,CLONED,>,10000.0,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5032,5-HT2A,HTR2A,1590,RAUWOLSCINE,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O,6211-32-1,407307.0,3H-KETANSERIN,HUMAN,CLONED,,288.4,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5033,5-HT2A,HTR2A,1602,RITANSERIN,CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F)CC3,87051-43-2,,3H-KETANSERIN,HUMAN,CLONED,,0.25,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5034,5-HT2A,HTR2A,1991,"ZACOPRIDE,S",COC1=CC(=C(C=C1C(=O)NC2CN3CCC2CC3)Cl)N,,,3H-KETANSERIN,HUMAN,CLONED,,1348.96,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5035,5-HT2A,HTR2A,1671,SB200646a,,,,3H-KETANSERIN,HUMAN,CLONED,>,10000.0,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5036,5-HT2A,HTR2A,1673,SB204741,CC1=NSC(=C1)NC(=O)NC2=CC3=C(C=C2)N(C=C3)C,3277600,,3H-KETANSERIN,HUMAN,CLONED,>,10000.0,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
5037,5-HT2A,HTR2A,1704,SER-084,,,,3H-KETANSERIN,HUMAN,CLONED,,331.13,"BONHAUS DW, ET AL., 1997",http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Retrieve&db=PubMed&list_uids=9225287&dopt=Abstract
